"Sec Short Name","Board","Session Name","Last","Last Time","Bid Depth","Bid Price","Total Value","Offer Price","Total Volume","Offer Depth","Issued Qty","Security","Ref Price","Change Price","High Limit","Low Limit","Daily Value","Daily Volume","Number of Trades","MM Rule Tag","Contract Size","High","Low","Unadj Prev Price","Previous Date","Inherited State","Open","Open Qty","Close","Change Percent","Avg Price","52 Week High Price","52 Week Low Price","TOP","Orders","Last Auction Price","Has News","Change LTP","Sec Name","ISIN","Quote Basis","Security Board State","Previous Close","Market Cap","CB Ref Price","Change Ref Price","Change CB Ref Price","Change Percent Ref Price","Close Bid Price","Close Bid Depth","Close Offer Price","NMS","Close Offer Depth","CB High Limit","CB Low Limit","Ref Price Div Adj","52 Week High Date","52 Week Low Date","Accrued Interest","Adjustment Factor","Avg Yield","Bid Yield","Board Name","CB Ref Yield","Change CB Ref Yield","Change Ref Yield","Change Yield","Close Bid Yield","Close Offer Yield","Closing Yield","Coupon Rate","Currency Id","Expiry Price","High Yield","Instrument","Is Tradeable","Issue Date","Issuer Id","Last Qty","Last Yield","Low Yield","Market Maker Quotation Status","Maturity Date","Max Qty","Min Qty","Next Coupon Date","Number of Bids","Number of Offers","Off Mkt Last","Off Mkt Last Qty","Off Mkt Value Today","Off Mkt Volume Today","Offer Yield","Open Yield","Option Strike","Option Verb","Previous Yield","Qty Multiplier","Ref Price Date Time","Ref Yield","Sector","Security Remarks","Settlement Date","Settlement Price","Settlement Price Type","TOV","Underlying Security"
"BKCG","INDX","Closing","","","","","","","","","0","19","881.35","","","","","","","0","1","","","881.35","1/23/2019","A","","","881.35","","","1006.07","879.04","","","","","","Consumer Goods Sector Index (PR)","KW0IN0000101","","A","881.35","","881.35","","","","","","","","","","","","10/29/2018","1/20/2019","","846477372.044000030","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKHC","INDX","Closing","","","","","","","","","0","20","1017.14","","","","","","","0","1","","","1017.14","1/23/2019","A","","","1017.14","","","1020.17","960.17","","","","","","Health Care Sector Index (PR)","KW0IN0000119","","A","1017.14","","1017.14","","","","","","","","","","","","1/3/2019","1/20/2019","","495831551.712000010","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKCS","INDX","Closing","","","","","","","","","0","21","1048.84","","","","","","","0","1","","","1048.84","1/23/2019","A","","","1048.84","","","1055.85","967.76","","","","","","Consumer Services Sector Index (PR)","KW0IN0000127","","A","1048.84","","1048.84","","","","","","","","","","","","1/3/2019","4/3/2018","","498868832.032300000","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKTEL","INDX","Closing","1622.51","","","","2172.000","","2400","","0","22","1622.51","0.00","","","2172.000","2400","1","0","1","1622.51","1622.51","1622.51","1/23/2019","A","1622.51","","1622.51","","","1848.63","915.74","","","","","","Telecommunications Sector Index (PR)","KW0IN0000135","","A","1622.51","","1622.51","0.00","","","","","","","","","","","11/25/2018","4/2/2018","","3059471243.331999800","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKU","INDX","Closing","","","","","","","","","0","23","1000.00","","","","","","","0","1","","","1000.00","1/23/2019","A","","","1000.00","","","","","","","","","","Utilities Sector Index (PR)","KW0IN0000143","","A","1000.00","","1000.00","","","","","","","","","","","","","","","","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKB","INDX","Closing","1224.05","","","","1199.000","","4000","","0","24","1223.15","0.90","","","1199.000","4000","3","0","1","1224.05","1221.47","1223.15","1/23/2019","A","1221.47","","1224.05","0.07","","1597.50","941.72","","","","","0.00","Banks Sector Index (PR)","KW0IN0000150","","A","1223.15","","1223.15","0.90","","0.07","","","","","","","","","9/19/2018","4/17/2018","","14470544075.025146000","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKINS","INDX","Closing","","","","","","","","","0","25","1021.28","","","","","","","0","1","","","1021.28","1/23/2019","A","","","1021.28","","","1022.89","949.51","","","","","","Insurance Sector Index (PR)","KW0IN0000168","","A","1021.28","","1021.28","","","","","","","","","","","","9/17/2018","4/3/2018","","322903734.472000000","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKRE","INDX","Closing","","","","","","","","","0","26","1026.58","","","","","","","0","1","","","1026.58","1/23/2019","A","","","1026.58","","","1080.62","982.20","","","","","","Real Estate Sector Index (PR)","KW0IN0000176","","A","1026.58","","1026.58","","","","","","","","","","","","9/17/2018","4/3/2018","","2062201243.287629100","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKFS","INDX","Closing","","","","","","","","","0","27","1244.01","","","","","","","0","1","","","1244.01","1/23/2019","A","","","1244.01","","","1256.58","983.97","","","","","","Financial Services Sector Index (PR)","KW0IN0000184","","A","1244.01","","1244.01","","","","","","","","","","","","1/13/2019","4/3/2018","","2386554081.357399900","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"BKTECH","INDX","Closing","","","","","","","","","0","28","1026.54","","","","","","","0","1","","","1026.54","1/23/2019","A","","","1026.54","","","1080.17","1025.32","","","","","","Technology Sector Index (PR)","KW0IN0000192","","A","1026.54","","1026.54","","","","","","","","","","","","4/1/2018","4/1/2018","","15099215.091598894","","","Indices","","","","","","","","","KWD","","","WINDX","False","","0T1","","","","None","","","1","","","","","","","","","","","","","1","","","","","1/29/2019","","","",""
"NBK","REG","Closing","","","","","","","","","6125320797","101","900","","990.0","810.0","","","","4","1","","","900","1/23/2019","A","","","","","","1648","575","","","","","","NATIONAL BANK OF KUWAIT","KW0EQ0100010","","A","900","5512788717.300","900","","","","","","","36904","","","","900","9/19/2018","5/21/2018","","0.680186640","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS101T1","","","","Continuous","","","1","","","","","","","","","","","","","1","","","8300","","1/29/2019","","","",""
"GBK","REG","Closing","","","","","","","","","2909974966","102","565","","621.0","509.0","","","","0","1","","","565","1/20/2019","A","","","","","","781","237","","","","","","GULF BANK","KW0EQ0100028","","A","565","1644135855.790","565","","","","","","","31401","","","","565","10/22/2018","2/6/2018","","0.863837599","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS102T1","","","","None","","","1","","","","","","","","","","","","","1","","","8300","","1/29/2019","","","",""
"CBK","REG","Closing","","","","","","","","","1635259467","103","450","","495.0","405.0","","","","0","1","","","450","1/17/2019","A","","","","","","598","380","","","","","","COMMERCIAL BANK OF KUWAIT","KW0EQ0100036","","A","450","735866760.150","450","","","","","","","1252","","","","450","9/16/2018","7/26/2018","","0.765881662","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS103T1","","","","None","","","1","","","","","","","","","","","","","1","","","8300","","1/29/2019","","","",""
"ABK","REG","Closing","","","","","","","","","1606213070","104","427","","469.0","385.0","","","","0","1","","","427","1/14/2019","A","","","","","","496","292","","","","","","AL-AHLI BANK OF KUWAIT","KW0EQ0100044","","A","427","685852980.890","427","","","","","","","2500","","","","427","6/11/2018","2/18/2018","","0.897743473","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS104T1","","","","None","","","1","","","","","","","","","","","","","1","","","8300","","1/29/2019","","","",""
"ALMUTAHED","REG","Closing","296","1/24/2019 1:54:11 PM","16100","296","1154.400","","3900","","1870937571","105","309","-13","339.0","279.0","1154.400","3900","2","0","1","296","296","309","1/22/2019","A","296","2400","296","-4.21","296","354","261","","3","","","0","AHLI UNITED BANK","KW0EQ0100051","","A","309","578119709.439","309","-13","","-4.21","296","16100","","4064","","","","309","1/23/2018","11/24/2018","","0.603041325","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS105T1","1500","","","None","","","1","","1","","","","","","","","","","","1","","","8300","","1/29/2019","","","",""
"KIB","REG","Closing","446","1/24/2019 1:26:07 PM","150","446","44.600","","100","","933689420","106","446","40","490.0","402.0","44.600","100","1","0","1","446","446","406","1/23/2019","A","446","100","446","9.85","446","465","201","","8","","","","KUWAIT INTERNATIONAL BANK","KW0EQ0100069","","A","406","379077904.520","446","","40","","446","150","","23554","","","","406","11/25/2018","6/20/2018","","0.953465235","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS106T1","100","","","None","","","1","","2","","","","","","","","","","","1","1/24/2019 1:26:07 PM","","8300","","1/29/2019","","","",""
"BURG","REG","Closing","","","","","","","","","2145888909","107","530","","583.0","477.0","","","","0","1","","","530","1/9/2019","A","","","","","","566","250","","","","","","BURGAN BANK","KW0EQ0100077","","A","530","1137321121.770","530","","","","","","","9477","","","","530","12/2/2018","4/23/2018","","0.782738147","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS107T1","","","","None","","","1","","","","","","","","","","","","","1","","","8300","","1/29/2019","","","",""
"KFIN","REG","Closing","","","87230","573","","","","","6342220738","108","565","","621.0","509.0","","","","0","1","","","565","1/17/2019","A","","","","","","924","498","","1","","","","KUWAIT FINANCE HOUSE","KW0EQ0100085","","A","565","3583354716.970","565","","","","573","87230","","54110","","","","565","6/21/2018","4/16/2018","","0.457313973","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS108T1","","","","None","","","1","","1","","","","","","","","","","","1","","","8300","","1/29/2019","","","",""
"BOUBYAN","REG","Closing","","","","","","","","","2272890403","109","589","","647.0","531.0","","","","0","1","","","589","1/15/2019","A","","","","","","657","392","","","","","","BOUBYAN BANK","KW0EQ0102065","","A","589","1338732447.367","589","","","","","","","9736","","","","589","12/9/2018","4/25/2018","","0.768880818","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS109T1","","","","None","","","1","","","","","","","","","","","","","1","","","8300","","1/29/2019","","","",""
"SANAD","REG","Closing","","","","","","","","","437300000","2003","100.0","","110.0","90.0","","","","0","1","","","100.0","1/3/2019","A","","","","","","105","100.0","","","","","","SANAD HOLDING COMPANY","KW0EQ0202329","","A","100.0","43730000.000","100.0","","","","","","","0","","","","100.0","4/25/2018","5/15/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS2003T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"EFFECT","REG","Enquiry","","","","","","","","","82451146","2007","1000","","","","","","","0","1","","","1000","1/17/2019","A","","","","","","1000","20.0","","","","","","EFFECT REAL ESTATE CO.","KW0EQ0402499","","A","1000","82451146.000","1000","","","","","","","","","","","1000","1/17/2019","2/18/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS2007T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"AJWAN","REG","Closing","","","","","","","","","209999922","2008","25.0","","27.5","22.5","","","","0","1","","","25.0","1/20/2019","A","","","","","","28.8","17.8","","","","","","AJWAN GULF REAL ESTATE CO.","KW0EQ0402531","","A","25.0","5249998.050","25.0","","","","","","","32448","","","","25.0","1/24/2018","3/28/2018","","1.584003270","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS2008T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"KINV","REG","Closing","","","50000","129","","","","","547988419","201","133","","146.0","120.0","","","","0","1","","","133","12/9/2018","A","","","","","","154","120","","1","","","","KUWAIT INVESTMENT COMPANY","KW0EQ0200216","","A","133","72882459.727","133","","","","129","50000","","7371","","","","133","2/11/2018","1/25/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS201T1","","","","None","","","1","","1","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"SPEC","REG","Closing","","","","","","","","","143026507","2010","56.0","","61.6","50.4","","","","0","1","","","56.0","7/10/2018","A","","","","","","72.0","50.0","","","","","","SPECIALITIES GROUP HOLDING CO.","KW0EQ0502553","","A","56.0","8009484.392","56.0","","","","","","","2500","","","","56.0","1/23/2018","3/21/2018","","0.877019614","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS2010T1","","","","None","","","1","","","","","","","","","","","","","1","","","2000","","1/29/2019","","","",""
"MASAKEN","REG","Closing","","","","","","","","","98337015","2011","70.0","","77.0","63.0","","","","0","1","","","70.0","7/10/2018","A","","","","","","79.0","63.2","","","","","","AL MASAKEN INTERNATIONAL REAL ESTATE DEVELOPMENT. CO.","KW0EQ0402572","","A","70.0","6883591.050","70.0","","","","","","","49","","","","70.0","1/30/2018","3/11/2018","","1.750000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS2011T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"DALQAN","REG","Enquiry","","","","","","","","","50024992","2012","800","","","","","","","0","1","","","800","1/17/2019","A","","","","","","800","3.6","","","","","","DALQAN REAL ESTATE CO.","KW0EQ0402580","","A","800","40019993.600","800","","","","","","","","","","","800","1/17/2019","7/10/2018","","0.800000000","","","Regular Market","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS2012T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"ALEID","REG","Closing","","","","","","","","","100455653","2013","54.2","","59.6","48.8","","","","0","1","","","54.2","8/5/2018","A","","","","","","90.0","54.0","","","","","","AL EID FOOD CO.","KW0EQ0702591","","A","54.2","5444696.393","54.2","","","","","","","42","","","","54.2","3/7/2018","3/14/2018","","0.711836937","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS2013T1","","","","None","","","1","","","","","","","","","","","","","1","","","5000","","1/29/2019","","","",""
"MIDAN","REG","Closing","","","","","","","","","250000000","2014","1194","","1313.0","1075.0","","","","0","1","","","1194","1/20/2019","A","","","","","","1220","1081","","","","","","AL-MAIDAN CLINIC FOR ORAL HEALTH SERVICES CO.","KW0EQ0602601","","A","1194","298500000.000","1194","","","","","","","402","","","","1194","2/28/2018","1/20/2019","","0.620397000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS2014T1","","","","None","","","1","","","","","","","","","","","","","1","","","4000","","1/29/2019","","","",""
"THURAYA","REG","Closing","","","","","","","","","146500000","2017","223","","245.0","201.0","","","","0","1","","","223","1/17/2019","A","","","","","","225","203","","","","","","DAR AL THURAYA REAL ESTATE CO.","KW0EQ0402689","","A","223","32669500.000","223","","","","","","","0","","","","223","11/14/2018","7/10/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS2017T1","","","","None","","","1","","","","","","","","","","","","","1","","","8600","","1/29/2019","","","",""
"AMAR","REG","Closing","","","","","","","","","195231520","2019","39.7","","43.6","35.8","","","","0","1","","","39.7","7/10/2018","A","","","","","","53.0","26.0","","","","","","AMAR FOR FINANCE AND LEASING CO.","KW0EQ0202717","","A","39.7","7750691.344","39.7","","","","","","","362","","","","39.7","2/21/2018","3/19/2018","","0.931506849","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS2019T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"FACIL","REG","Closing","","","","","","","","","508155493","202","166","","182.0","150.0","","","","0","1","","","166","1/17/2019","A","","","","","","187","166","","","","","","COMMERCIAL FACILITIES COMPANY","KW0EQ0200240","","A","166","84353811.838","166","","","","","","","2500","","","","166","3/20/2018","1/17/2019","","0.868405797","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS202T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"IFA","REG","Closing","","","","","","","","","672909436","203","100.0","","110.0","90.0","","","","0","1","","","100.0","1/3/2019","A","","","","","","108","25.1","","","","","","INTERNATIONAL FINANCIAL ADVISORS","KW0EQ0200265","","A","100.0","67290943.600","100.0","","","","","","","11172","","","","100.0","12/11/2018","4/1/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS203T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"NINV","REG","Closing","","","","","","","","","798090103","204","90.7","","99.7","81.7","","","","0","1","","","90.7","1/20/2019","A","","","","","","105","90.0","","","","","","NATIONAL INVESTMENTS COMPANY","KW0EQ0200281","","A","90.7","72386772.342","90.7","","","","","","","11066","","","","90.7","1/23/2018","5/20/2018","","0.967532468","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS204T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"KPROJ","REG","Closing","","","","","","","","","1473126168","205","353","","388.0","318.0","","","","0","1","","","353","1/20/2019","A","","","","","","380","266","","","","","","KUWAIT PROJECTS COMPANY (HOLDING)","KW0EQ0200653","","A","353","520013537.304","353","","","","","","","4871","","","","353","11/8/2018","3/25/2018","","0.842302492","","","Regular Market","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS205T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"COAST","REG","Closing","","","38582","44.7","","","","","584473066","207","40.7","","44.7","36.7","","","","1","1","","","40.7","12/10/2018","A","","","","","","40.7","28.0","","1","","","","COAST INVESTMENT & DEVELOPMENT COMPANY","KW0EQ0201453","","A","40.7","23788053.786","40.7","","","","44.7","38582","","8772","","","","40.7","12/10/2018","3/28/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS207T1","","","","Continuous","","","1","","1","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"SECH","REG","Closing","","","","","","","","","480000000","209","60.5","","66.5","54.5","","","","0","1","","","60.5","12/10/2018","A","","","","","","60.5","43.0","","","","","","THE SECURITIES HOUSE CO.","KW0EQ0200307","","A","60.5","29040000.000","60.5","","","","","","","12857","","","","60.5","12/10/2018","4/3/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS209T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"ARZAN","REG","Closing","","","","","","","","","796798664","212","28.7","","31.5","25.9","","","","0","1","","","28.7","9/23/2018","A","","","","","","33.8","23.7","","","","","","ARZAN FINANCIAL GROUP FOR FINANCING AND INVESTMENT","KW0EQ0200331","","A","28.7","22868121.657","28.7","","","","","","","2500","","","","28.7","4/1/2018","3/27/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS212T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"MARKAZ","REG","Closing","","","","","","","","","480801747","213","110","","121.0","99.0","","","","0","1","","","110","1/17/2019","A","","","","","","114","91.0","","","","","","KUWAIT FINANCIAL CENTRE","KW0EQ0200356","","A","110","52888192.170","110","","","","","","","1654","","","","110","1/23/2018","1/17/2019","","0.898437500","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS213T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"KMEFIC","REG","Closing","","","","","","","","","261191491","214","17.5","","19.2","15.8","","","","0","1","","","17.5","1/17/2019","A","","","","","","29.0","17.5","","","","","","KUWAIT AND MIDDLE EAST FINANCIAL INVESTMENT CO.","KW0EQ0200372","","A","17.5","4570851.093","17.5","","","","","","","2500","","","","17.5","2/28/2018","1/17/2019","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS214T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"ALAMAN","REG","Closing","","","","","","","","","180000000","218","52.8","","58.0","47.6","","","","0","1","","","52.8","11/14/2018","A","","","","","","57.0","48.0","","","","","","AL-AMAN INVESTMENT COMPANY","KW0EQ0200208","","A","52.8","9504000.000","52.8","","","","","","","2500","","","","52.8","2/18/2018","2/6/2018","","2.475248000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS218T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"ALOLA","REG","Closing","","","","","","","","","649442622","219","49.5","","54.4","44.6","","","","0","1","","","49.5","11/5/2018","A","","","","","","49.5","35.5","","","","","","FIRST INVESTMENT COMPANY","KW0EQ0203012","","A","49.5","32147409.789","49.5","","","","","","","7298","","","","49.5","11/5/2018","6/3/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS219T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"ALMAL","REG","Closing","","","","","","","","","310245097","220","25.3","","27.8","22.8","","","","0","1","","","25.3","11/14/2018","A","","","","","","25.7","20.8","","","","","","AL-MAL INVESTMENT COMPANY","KW0EQ0200752","","A","25.3","7849200.954","25.3","","","","","","","9555","","","","25.3","3/5/2018","3/27/2018","","3.059995252","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS220T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"GIH","REG","Closing","","","2000","1.3","","","","","164202440","221","1.3","","1.4","1.2","","","","0","1","","","1.3","12/27/2018","A","","","","","","21.7","1.3","","1","","","","GULF INVESTMENT HOUSE","KW0EQ0200760","","A","1.3","213463.172","1.3","","","","1.3","2000","","3852","","","","1.3","3/4/2018","9/26/2018","","2.693239968","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS221T1","","","","None","","","1","","1","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"AAYAN","REG","Closing","","","1","43.6","","","","","801673982","222","43.8","","48.1","39.5","","","","0","1","","","43.8","1/20/2019","A","","","","","","48.4","26.5","","1","","","","AAYAN LEASING & INVESTMENT CO.","KW0EQ0200786","","A","43.8","35113320.412","43.8","","","","43.6","1","","53731","","","","43.8","10/22/2018","3/28/2018","","1.071042000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS222T1","","","","None","","","1","","1","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"BAYANINV","REG","Closing","","","","","","","","","362344713","223","40.1","","44.1","36.1","","","","0","1","","","40.1","8/5/2018","A","","","","","","47.2","29.7","","","","","","BAYAN INVESTMENT CO.","KW0EQ0200802","","A","40.1","14530022.991","40.1","","","","","","","3464","","","","40.1","1/24/2018","4/2/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS223T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"OSOUL","REG","Closing","","","305","59.4","","","","","188359482","225","59.4","","65.3","53.5","","","","0","1","","","59.4","11/13/2018","A","","","","","","66.0","44.8","","2","","","","OSOUL INVESTMENT CO.","KW0EQ0200877","","A","59.4","11188553.231","59.4","","","","59.4","305","","2499","","","","59.4","5/30/2018","2/14/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS225T1","","","","None","","","1","","2","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"KFIC","REG","Closing","","","1000","45.0","","","","","308843341","227","45.6","","50.1","41.1","","","","0","1","","","45.6","7/30/2018","A","","","","","","45.6","36.0","","1","","","","KUWAIT FINANCE & INVESTMENT CO.","KW0EQ0201198","","A","45.6","14083256.350","45.6","","","","45.0","1000","","387","","","","45.6","7/30/2018","3/8/2018","","0.952380952","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS227T1","","","","None","","","1","","1","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"KAMCO","REG","Closing","","","","","","","","","237448325","228","67.7","","74.4","61.0","","","","0","1","","","67.7","1/17/2019","A","","","","","","78.4","61.6","","","","","","KAMCO INVESTMENT COMPANY K.S.C (PUBLIC)","KW0EQ0201289","","A","67.7","16075251.603","67.7","","","","","","","569","","","","67.7","1/25/2018","2/8/2018","","0.955357143","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS228T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"NIH","REG","Closing","","","","","","","","","200287127","231","55.1","","60.6","49.6","","","","0","1","","","55.1","7/29/2018","A","","","","","","70.0","54.0","","","","","","NATIONAL INTERNATIONAL HOLDING CO.","KW0EQ0201677","","A","55.1","11035820.698","55.1","","","","","","","1409","","","","55.1","2/15/2018","3/19/2018","","0.919117647","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS231T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"UNICAP","REG","Closing","","","","","","","","","237691055","232","49.0","","53.9","44.1","","","","0","1","","","49.0","7/29/2018","A","","","","","","49.0","41.0","","","","","","UNICAP INVESTMENT AND FINANCE","KW0EQ0201792","","A","49.0","11646861.695","49.0","","","","","","","6895","","","","49.0","7/29/2018","2/5/2018","","0.952380952","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS232T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"MADAR","REG","Closing","","","","","","","","","207023554","233","29.5","","32.4","26.6","","","","0","1","","","29.5","7/30/2018","A","","","","","","29.5","23.5","","","","","","AL-MADAR FINANCE AND INVESTMENT CO.","KW0EQ0201834","","A","29.5","6107194.843","29.5","","","","","","","7426","","","","29.5","4/3/2018","3/12/2018","","1.000000000","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS233T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"ALDEERA","REG","Closing","","","","","","","","","197378800","234","23.2","","25.5","20.9","","","","0","1","","","23.2","8/5/2018","A","","","","","","28.0","17.1","","","","","","AL-DEERA HOLDING CO.","KW0EQ0201891","","A","23.2","4579188.160","23.2","","","","","","","770","","","","23.2","1/25/2018","3/26/2018","","3.772161449","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS234T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"ALSALAM","REG","Closing","","","","","","","","","269640000","236","45.2","","49.7","40.7","","","","0","1","","","45.2","12/10/2018","A","","","","","","45.2","26.6","","","","","","ALSALAM GROUP HOLDING CO.","KW0EQ0201941","","A","45.2","12187728.000","45.2","","","","","","","5837","","","","45.2","12/10/2018","3/29/2018","","0.872958817","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS236T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
"EKTTITAB","REG","Closing","","","","","","","","","318624230","237","28.2","","31.0","25.4","","","","0","1","","","28.2","7/10/2018","A","","","","","","34.3","25.0","","","","","","EKTTITAB HOLDING CO.","KW0EQ0201974","","A","28.2","8985203.286","28.2","","","","","","","2500","","","","28.2","1/28/2018","2/14/2018","","1.084376623","","","Regular Market","","","","","","","","","KWD","","","MAIN_MKT","True","","IS237T1","","","","None","","","1","","","","","","","","","","","","","1","","","8700","","1/29/2019","","","",""
