"Sec Short Name","Board","Session Name","Last","Last Time","Bid Depth","Bid Price","Total Value","Offer Price","Total Volume","Offer Depth","Issued Qty","Security","Ref Price","Change Price","High Limit","Low Limit","Daily Value","Daily Volume","Number of Trades","MM Rule Tag","Contract Size","High","Low","Unadj Prev Price","Previous Date","Inherited State","Open","Open Qty","Close","Change Percent","Avg Price","52 Week High Price","52 Week Low Price","TOP","Orders","Last Auction Price","Has News","Change LTP","Sec Name","ISIN","Quote Basis","Security Board State","Previous Close","Market Cap","CB Ref Price","Change Ref Price","Change CB Ref Price","Change Percent Ref Price","Close Bid Price","Close Bid Depth","Close Offer Price","NMS","Close Offer Depth","CB High Limit","CB Low Limit","Ref Price Div Adj","52 Week High Date","52 Week Low Date","Accrued Interest","Adjustment Factor","Avg Yield","Bid Yield","Board Name","CB Ref Yield","Change CB Ref Yield","Change Ref Yield","Change Yield","Close Bid Yield","Close Offer Yield","Closing Yield","Coupon Rate","Currency Id","Expiry Price","High Yield","Instrument","Is Tradeable","Issue Date","Issuer Id","Last Qty","Last Yield","Low Yield","Market Maker Quotation Status","Maturity Date","Max Qty","Min Qty","Next Coupon Date","Number of Bids","Number of Offers","Off Mkt Last","Off Mkt Last Qty","Off Mkt Value Today","Off Mkt Volume Today","Offer Yield","Open Yield","Option Strike","Option Verb","Previous Yield","Qty Multiplier","Ref Price Date Time","Ref Yield","Sector","Security Remarks","Settlement Date","Settlement Price","Settlement Price Type","TOV","Underlying Security"
"KCEM","BUY-IN","Enquiry","","","","","","","","","713048096","503","550","","660.0","550.0","","","","0","1","","","470","","A","","","","","","","","","","","","","KUWAIT CEMENT COMPANY","KW0EQ0500839","","A","470","335132605.120","470","","","","","","","","","","","470","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS503T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"CABLE","BUY-IN","Enquiry","","","","","","","","","209931309","505","484","","580.0","484.0","","","","0","1","","","430","","A","","","","","","","","","","","","","GULF CABLE AND ELECTRICAL INDUSTRIES COMPANY","KW0EQ0500862","","A","430","90270462.870","430","","","","","","","","","","","430","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS505T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"SHIP","BUY-IN","Enquiry","","","","","","","","","180240080","506","237","","284.0","237.0","","","","0","1","","","202","","A","","","","","","","","","","","","","HEAVY ENGINEERING INDUSTRISE AND SHIP BUILDING CO.","KW0EQ0500888","","A","202","36408496.160","202","","","","","","","","","","","202","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS506T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"PCEM","BUY-IN","Enquiry","","","","","","","","","100221588","508","1130","","1356.0","1130.0","","","","0","1","","","1190","","A","","","","","","","","","","","","","KUWAIT PORTLAND CEMENT COMPANY","KW0EQ0500912","","A","1190","119263689.720","1190","","","","","","","","","","","1190","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS508T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"PAPER","BUY-IN","Enquiry","","","","","","","","","99237767","509","270","","324.0","270.0","","","","0","1","","","245","","A","","","","","","","","","","","","","SHUAIBA INDUSTRIAL CO.","KW0EQ0500920","","A","245","24313252.915","245","","","","","","","","","","","245","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS509T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"MRC","BUY-IN","Enquiry","","","","","","","","","90100775","510","110","","132.0","110.0","","","","0","1","","","65.0","","A","","","","","","","","","","","","","METAL & RECYCLING CO.","KW0EQ0500938","","A","65.0","5856550.375","65.0","","","","","","","","","","","65.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS510T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"KFOUC","BUY-IN","Enquiry","","","","","","","","","153884230","511","303","","363.0","303.0","","","","0","1","","","252","","A","","","","","","","","","","","","","KUWAIT FOUNDRY CO.","KW0EQ0500946","","A","252","38778825.960","252","","","","","","","","","","","252","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS511T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","1000","","1/27/2019","","","",""
"ACICO","BUY-IN","Enquiry","","","","","","","","","301090352","512","328","","393.0","328.0","","","","0","1","","","247","","A","","","","","","","","","","","","","ACICO INDUSTRIES CO.","KW0EQ0500953","","A","247","74369316.944","247","","","","","","","","","","","247","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS512T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"BPCC","BUY-IN","Enquiry","","","","","","","","","514819400","514","1320","","1584.0","1320.0","","","","0","1","","","768","","A","","","","","","","","","","","","","BOUBYAN PETROCHEMICAL CO.","KW0EQ0500979","","A","768","395381299.200","768","","","","","","","","","","","768","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS514T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","1000","","1/27/2019","","","",""
"HCC","BUY-IN","Enquiry","","","","","","","","","101462019","516","72.6","","87.1","72.6","","","","0","1","","","63.0","","A","","","","","","","","","","","","","HILAL CEMENT CO.","KW0EQ0500995","","A","63.0","6392107.197","63.0","","","","","","","","","","","63.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS516T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"ALKOUT","BUY-IN","Enquiry","","","","","","","","","100900800","517","693","","831.0","693.0","","","","0","1","","","680","","A","","","","","","","","","","","","","ALKOUT INDUSTRIAL PROJECTS CO.","KW0EQ0501001","","A","680","68612544.000","680","","","","","","","","","","","680","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS517T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","1000","","1/27/2019","","","",""
"NICBM","BUY-IN","Enquiry","","","","","","","","","348961697","520","160","","192.0","160.0","","","","0","1","","","178","","A","","","","","","","","","","","","","NATIONAL INDUSTRIES COMPANY","KW0EQ0501266","","A","178","62115182.066","178","","","","","","","","","","","178","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS520T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"EQUIPMENT","BUY-IN","Enquiry","","","","","","","","","136400000","522","38.5","","46.2","38.5","","","","0","1","","","30.0","","A","","","","","","","","","","","","","EQUIPMENT HOLDING CO.","KW0EQ0501357","","A","30.0","4092000.000","30.0","","","","","","","","","","","30.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS522T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"NCCI","BUY-IN","Enquiry","","","","","","","","","90000000","524","6.2","","7.4","6.2","","","","0","1","","","95.0","","A","","","","","","","","","","","","","NATIONAL CONSUMER HOLDING  CO.","KW0EQ0502157","","A","95.0","8550000.000","95.0","","","","","","","","","","","95.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS524T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","8700","","1/27/2019","","","",""
"GYPSUM","BUY-IN","Enquiry","","","","","","","","","29892398","525","105","","126.0","105.0","","","","0","1","","","95.0","","A","","","","","","","","","","","","","KUWAIT GYPSUM MANUFACTURING & TRADING CO.","KW0EQ0502215","","A","95.0","2839777.810","95.0","","","","","","","","","","","95.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS525T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"ALQURAIN","BUY-IN","Enquiry","","","","","","","","","1040281526","526","332","","398.0","332.0","","","","0","1","","","338","","A","","","","","","","","","","","","","QURAIN PETROCHEMICAL INDUSTRIES CO.","KW0EQ0502348","","A","338","351615155.788","338","","","","","","","","","","","338","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS526T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","1000","","1/27/2019","","","",""
"SALBOOKH","BUY-IN","Enquiry","","","","","","","","","101497558","527","55.0","","66.0","55.0","","","","0","1","","","50.0","","A","","","","","","","","","","","","","SALBOOKH TRADING CO.","KW0EQ0502439","","A","50.0","5074877.900","50.0","","","","","","","","","","","50.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS527T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"BIIHC","BUY-IN","Enquiry","","","","","","","","","149999972","529","36.2","","43.4","36.2","","","","0","1","","","25.0","","A","","","","","","","","","","","","","BOUBYAN INTERNATIONAL INDUSTRIES HOLDING CO.","KW0EQ0502793","","A","25.0","3749999.300","25.0","","","","","","","","","","","25.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS529T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","8700","","1/27/2019","","","",""
"KCIN","BUY-IN","Enquiry","","","","","","","","","93725749","601","1320","","1584.0","1320.0","","","","0","1","","","1098","","A","","","","","","","","","","","","","KUWAIT NATIONAL CINEMA","KW0EQ0601025","","A","1098","102910872.402","1098","","","","","","","","","","","1098","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS601T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","5000","","1/27/2019","","","",""
"KHOT","BUY-IN","Enquiry","","","","","","","","","56433300","602","4.6","","5.5","4.6","","","","0","1","","","197","","A","","","","","","","","","","","","","KUWAIT HOTELS COMPANY","KW0EQ0601033","","A","197","11117360.100","197","","","","","","","","","","","197","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS602T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","5000","","1/27/2019","","","",""
"AGLTY","BUY-IN","Enquiry","","","","","","","","","1258197111","603","825","","990.0","825.0","","","","0","1","","","865","","A","","","","","","","","","","","","","AGILITY PUBLIC WAREHOUSING COMPANY","KW0EQ0601041","","A","865","1088340501.015","865","","","","","","","","","","","865","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS603T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"ZAIN","BUY-IN","Enquiry","","","","","","","","","4327058909","605","996","","1195.0","996.0","","","","0","1","","","870","6/27/2018","A","","","","","","870","870","","","","","","MOBILE TELECOMMUNICATIONS COMPANY","KW0EQ0601058","","A","870","3764541250.830","870","","","","","","","","","","","870","6/27/2018","6/27/2018","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","PREMIER_MKT","True","","IS605T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","6000","","1/27/2019","","","",""
"SENERGY","BUY-IN","Enquiry","","","","","","","","","199722131","606","32.6","","39.1","32.6","","","","0","1","","","29.9","","A","","","","","","","","","","","","","SENERGY HOLDING COMPANY ( K.S.C.P )","KW0EQ0601074","","A","29.9","5971691.717","29.9","","","","","","","","","","","29.9","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS606T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","0500","","1/27/2019","","","",""
"EDU","BUY-IN","Enquiry","","","","","","","","","244240681","607","325","","390.0","325.0","","","","0","1","","","308","","A","","","","","","","","","","","","","EDUCATIONAL HOLDING GROUP","KW0EQ0601082","","A","308","75226129.748","308","","","","","","","","","","","308","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS607T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"IPG","BUY-IN","Enquiry","","","","","","","","","180787500","608","406","","487.0","406.0","","","","0","1","","","380","","A","","","","","","","","","","","","","INDEPENDENT PETROLEUM GROUP","KW0EQ0601090","","A","380","68699250.000","380","","","","","","","","","","","380","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS608T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","0500","","1/27/2019","","","",""
"CLEANING","BUY-IN","Enquiry","","","","","","","","","231715550","609","62.5","","75.0","62.5","","","","0","1","","","52.2","","A","","","","","","","","","","","","","NATIONAL CLEANING CO.","KW0EQ0601108","","A","52.2","12095551.710","52.2","","","","","","","","","","","52.2","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS609T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"SULTAN","BUY-IN","Enquiry","","","","","","","","","574222287","610","34.1","","40.9","34.1","","","","0","1","","","28.9","","A","","","","","","","","","","","","","SULTAN CENTER FOOD PRODUCTS CO.","KW0EQ0601116","","A","28.9","16595024.094","28.9","","","","","","","","","","","28.9","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS610T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","5000","","1/27/2019","","","",""
"AGHC","BUY-IN","Enquiry","","","","","","","","","164995498","611","85.8","","102.0","85.8","","","","0","1","","","75.9","","A","","","","","","","","","","","","","ARABI HOLDING GROUP CO.","KW0EQ0601124","","A","75.9","12523158.298","75.9","","","","","","","","","","","75.9","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS611T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","8700","","1/27/2019","","","",""
"OOREDOO","BUY-IN","Enquiry","","","","","","","","","501162028","613","1100","","1320.0","1100.0","","","","0","1","","","979","","A","","","","","","","","","","","","","NATIONAL MOBILE TELECOMMUNICATIONS CO.","KW0EQ0601132","","A","979","490637625.412","979","","","","","","","","","","","979","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS613T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","6000","","1/27/2019","","","",""
"KGL","BUY-IN","Enquiry","","","","","","","","","277252880","614","110","","132.0","110.0","","","","0","1","","","100.9","","A","","","","","","","","","","","","","KUWAIT & GULF LINK TRANSPORT CO.","KW0EQ0601140","","S","100.9","27974815.592","100.9","","","","","","","","","","","100.9","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS614T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"CABLETV","BUY-IN","Enquiry","","","","","","","","","37043048","615","12.5","","15.0","12.5","","","","0","1","","","11.4","","A","","","","","","","","","","","","","KUWAIT CABLE VISION","KW0EQ0601157","","A","11.4","422290.747","11.4","","","","","","","","","","","11.4","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS615T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","5000","","1/27/2019","","","",""
"ASC","BUY-IN","Enquiry","","","","","","","","","99999808","616","171","","205.0","171.0","","","","0","1","","","145","","A","","","","","","","","","","","","","AUTOMATED SYSTEMS COMPANY","KW0EQ0601165","","A","145","14499972.160","145","","","","","","","","","","","145","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS616T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","9500","","1/27/2019","","","",""
"NAPESCO","BUY-IN","Enquiry","","","","","","","","","97000000","617","825","","990.0","825.0","","","","0","1","","","785","","A","","","","","","","","","","","","","NATIONAL PETROLEUM SERVICES COMPANY","KW0EQ0601272","","A","785","76145000.000","785","","","","","","","","","","","785","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS617T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","0500","","1/27/2019","","","",""
"KCPC","BUY-IN","Enquiry","","","","","","","","","96952877","618","169","","202.0","169.0","","","","0","1","","","160","","A","","","","","","","","","","","","","THE KUWAIT COMPANY  FOR PROCESS PLANT CONSTRUCTION &CONTRACTING","KW0EQ0601314","","A","160","15512460.320","160","","","","","","","","","","","160","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS618T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"AAN","BUY-IN","Enquiry","","","","","","","","","872341610","621","22.1","","26.5","22.1","","","","0","1","","","20.0","","A","","","","","","","","","","","","","AAN DIGITAL SERVICES CO.","KW0EQ0601405","","A","20.0","17446832.200","20.0","","","","","","","","","","","20.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS621T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","6000","","1/27/2019","","","",""
"HUMANSOFT","BUY-IN","Enquiry","","","","","","","","","121654352","623","4837","","5804.0","4837.0","","","","0","1","","","3901","","A","","","","","","","","","","","","","HUMANSOFT HOLDING CO.","KW0EQ0601694","","A","3901","474573627.152","3901","","","","","","","","","","","3901","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS623T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"KPPC","BUY-IN","Enquiry","","","","","","","","","610000000","624","78.0","","93.6","78.0","","","","0","1","","","55.6","","A","","","","","","","","","","","","","PRIVATIZATION HOLDING CO.","KW0EQ0601702","","A","55.6","33916000.000","55.6","","","","","","","","","","","55.6","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS624T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","8700","","1/27/2019","","","",""
"ENERGYH","BUY-IN","Enquiry","","","","","","","","","750000000","627","33.6","","40.3","33.6","","","","0","1","","","27.5","","A","","","","","","","","","","","","","THE ENERGY HOUSE CO","KW0EQ0601801","","A","27.5","20625000.000","27.5","","","","","","","","","","","27.5","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS627T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","0500","","1/27/2019","","","",""
"GPI","BUY-IN","Enquiry","","","","","","","","","455780830","629","27.5","","33.0","27.5","","","","0","1","","","24.4","","A","","","","","","","","","","","","","GULF PETROLEUM INVESTMENT","KW0EQ0601827","","A","24.4","11121052.252","24.4","","","","","","","","","","","24.4","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS629T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","0500","","1/27/2019","","","",""
"GFC","BUY-IN","Enquiry","","","","","","","","","32431975","630","49.5","","59.4","49.5","","","","0","1","","","49.2","","A","","","","","","","","","","","","","GULF FRANCHISING HOLDING CO.","KW0EQ0601843","","A","49.2","1595653.170","49.2","","","","","","","","","","","49.2","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS630T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","8700","","1/27/2019","","","",""
"TAHSSILAT","BUY-IN","Enquiry","","","","","","","","","165000000","631","27.5","","33.0","27.5","","","","0","1","","","25.0","","A","","","","","","","","","","","","","CREDIT RATING & COLLECTION","KW0EQ0601850","","A","25.0","4125000.000","25.0","","","","","","","","","","","25.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS631T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","8700","","1/27/2019","","","",""
"SHOOTING","BUY-IN","Enquiry","","","","","","","","","280190022","632","18.2","","21.8","18.2","","","","0","1","","","18.1","","A","","","","","","","","","","","","","NATIONAL SHOOTING COMPANY (K.P.S.C)","KW0EQ0601884","","A","18.1","5071439.398","18.1","","","","","","","","","","","18.1","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS632T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"ABAR","BUY-IN","Enquiry","","","","","","","","","221962100","633","95.3","","114.0","95.3","","","","0","1","","","87.0","","A","","","","","","","","","","","","","BURGAN CO. FOR WELL DRILLING TRADHING & MAINT","KW0EQ0601959","","A","87.0","19310702.700","87.0","","","","","","","","","","","87.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS633T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","0500","","1/27/2019","","","",""
"IFAHR","BUY-IN","Enquiry","","","","","","","","","608603602","634","110","","132.0","110.0","","","","0","1","","","106","","A","","","","","","","","","","","","","IFA HOTELS & RESORTS CO.","KW0EQ0602007","","A","106","64511981.812","106","","","","","","","","","","","106","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS634T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","5000","","1/27/2019","","","",""
"CGC","BUY-IN","Enquiry","","","","","","","","","148121896","635","465","","558.0","465.0","","","","0","1","","","430","","A","","","","","","","","","","","","","COMBINED GROUP CONTRACTING CO.","KW0EQ0602015","","A","430","63692415.280","430","","","","","","","","","","","430","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS635T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"PAPCO","BUY-IN","Enquiry","","","","","","","","","52315800","637","88.0","","105.0","88.0","","","","0","1","","","80.0","","A","","","","","","","","","","","","","PALMS AGRO PRODUCTION CO.","KW0EQ0605026","","A","80.0","4185264.000","80.0","","","","","","","","","","","80.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS637T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","5000","","1/27/2019","","","",""
"OSOS","BUY-IN","Enquiry","","","","","","","","","100000000","638","99.0","","118.0","99.0","","","","0","1","","","92.0","","A","","","","","","","","","","","","","OSOS HOLDING GROUP COMPANY","KW0EQ0602056","","A","92.0","9200000.000","92.0","","","","","","","","","","","92.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS638T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","8600","","1/27/2019","","","",""
"MTCC","BUY-IN","Enquiry","","","","","","","","","306710000","639","61.6","","73.9","61.6","","","","0","1","","","56.0","","S","","","","","","","","","","","","","MUSHRIF TRADING & CONTRACTING CO.","KW0EQ0602080","","A","56.0","17175760.000","56.0","","","","","","","","","","","56.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS639T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"UPAC","BUY-IN","Enquiry","","","","","","","","","126925693","640","767","","920.0","767.0","","","","0","1","","","706","","A","","","","","","","","","","","","","UNITED PROJECTS CO.","KW0EQ0602148","","A","706","89609539.258","706","","","","","","","","","","","706","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS640T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"ALAFCO","BUY-IN","Enquiry","","","","","","","","","952093195","642","487","","584.0","487.0","","","","0","1","","","375","","A","","","","","","","","","","","","","ALAFCO AVIATION LEASE AND FINANCE","KW0EQ0602221","","A","375","357034948.125","375","","","","","","","","","","","375","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS642T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"MASHAER","BUY-IN","Enquiry","","","","","","","","","179376890","644","64.9","","77.8","64.9","","","","0","1","","","56.9","","A","","","","","","","","","","","","","MASHAER HOLDING COMPANY (K.S.C.Public)","KW0EQ0602247","","A","56.9","10206545.041","56.9","","","","","","","","","","","56.9","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS644T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","8600","","1/27/2019","","","",""
"OULAFUEL","BUY-IN","Enquiry","","","","","","","","","398440356","645","124","","148.0","124.0","","","","0","1","","","113","","A","","","","","","","","","","","","","OULA FUEL MARKETING CO.","KW0EQ0602262","","A","113","45023760.228","113","","","","","","","","","","","113","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS645T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","5000","","1/27/2019","","","",""
"HAYATCOMM","BUY-IN","Enquiry","","","","","","","","","87323223","649","94.6","","113.0","94.6","","","","0","1","","","86.0","","A","","","","","","","","","","","","","HAYAT COMMUNICATIONS COMPANY","KW0EQ0602312","","A","86.0","7509797.178","86.0","","","","","","","","","","","86.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","AUCTION_MKT","True","","IS649T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","6000","","1/27/2019","","","",""
"MUBARRAD","BUY-IN","Enquiry","","","","","","","","","163692310","650","70.4","","84.4","70.4","","","","0","1","","","66.8","","A","","","","","","","","","","","","","MUBARRAD HOLDING CO.","KW0EQ0602338","","A","66.8","10934646.308","66.8","","","","","","","","","","","66.8","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS650T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","2000","","1/27/2019","","","",""
"MUNTAZAHAT","BUY-IN","Enquiry","","","","","","","","","196465500","651","73.7","","88.4","73.7","","","","0","1","","","68.0","","A","","","","","","","","","","","","","KUWAIT RESORTS COMPANY","KW0EQ0602353","","A","68.0","13359654.000","68.0","","","","","","","","","","","68.0","","","","1.000000000","","","Buy-In","","","","","","","","","KWD","","","MAIN_MKT","True","","IS651T1","","","","None","","","1","","","","","","","","","","","","","1","1/24/2019 10:00:00 AM","","5000","","1/27/2019","","","",""
